Tile ID,Image ID,Date,Region,Country,Biome Type,Latitude,Longitude,Elevation (m),Slope (°),Rainfall (mm),Temperature (°C),Cloud Cover (%),Fire Alerts (7d),NDVI (Vegetation Index),NDMI (Moisture Index),EVI (Enhanced Vegetation Index),Tree Cover (%),Canopy Height (m),Distance to Road (km),Distance to Settlement (km),Distance to River (km),"Protected Area (1=Yes,0=No)","Logging Concession (1=Yes,0=No)",Population Density (per km²),Forest Loss Last 3Y (%),Cumulative Deforested Area (%),"Deforestation Event (Yes=1,No=0)",Predicted Risk Score,Dataset Split,Image File Path
T0020,T0020_20241001,10/1/2024,SE Asia,Malaysia,Tropical Rainforest,1.85482,115.09772,648.8,6.8,93.6,26.6,15.9,6,0.526,0.112,0.459,91.3,26.9,23.28,24.07,8.4,0,1,3.2,18.2,2.64,1,0.927,train,s3://sat-imagery/seasia/T0020/2024/10/01/tile.tif
T0021,T0021_20240101,1/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,401.6,23.8,71.1,2,0.591,0.266,0.466,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,0,0,0.866,val,s3://sat-imagery/amazon/T0021/2024/01/01/tile.tif
T0021,T0021_20240201,2/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,428.2,23.4,65,3,0.58,0.262,0.497,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,1.34,1,0.87,val,s3://sat-imagery/amazon/T0021/2024/02/01/tile.tif
T0021,T0021_20240301,3/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,432.1,23.2,47.4,4,0.574,0.239,0.506,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,1.34,1,0.875,val,s3://sat-imagery/amazon/T0021/2024/03/01/tile.tif
T0021,T0021_20240401,4/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,439.7,23.4,55.6,7,0.665,0.249,0.444,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,2.33,1,0.878,val,s3://sat-imagery/amazon/T0021/2024/04/01/tile.tif
T0021,T0021_20240501,5/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,174,23.8,25.1,4,0.566,0.156,0.416,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,2.33,1,0.886,val,s3://sat-imagery/amazon/T0021/2024/05/01/tile.tif
T0021,T0021_20240601,6/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,36.1,24.4,27.4,12,0.485,0.084,0.348,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,2.33,1,0.922,val,s3://sat-imagery/amazon/T0021/2024/06/01/tile.tif
T0021,T0021_20240701,7/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,23.1,25,31.3,6,0.529,0.087,0.401,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,3.01,1,0.907,val,s3://sat-imagery/amazon/T0021/2024/07/01/tile.tif
T0021,T0021_20240801,8/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,0.7,25.4,16.4,9,0.451,0.066,0.397,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,3.01,1,0.92,val,s3://sat-imagery/amazon/T0021/2024/08/01/tile.tif
T0021,T0021_20240901,9/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,22.2,25.6,34.6,3,0.504,0.089,0.392,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,3.01,1,0.9,val,s3://sat-imagery/amazon/T0021/2024/09/01/tile.tif
T0021,T0021_20241001,10/1/2024,Amazon,Peru,Tropical Rainforest,-5.13391,-64.93002,196.3,11,40.6,25.5,55.4,5,0.532,0.065,0.408,87.5,34.9,21.38,16.02,1.92,0,0,4.6,19.5,3.01,1,0.904,val,s3://sat-imagery/amazon/T0021/2024/10/01/tile.tif
T0022,T0022_20240101,1/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,383.3,23.7,66.6,1,0.633,0.261,0.507,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.865,train,s3://sat-imagery/congobasin/T0022/2024/01/01/tile.tif
T0022,T0022_20240201,2/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,378.8,23.2,31.1,7,0.67,0.258,0.486,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.883,train,s3://sat-imagery/congobasin/T0022/2024/02/01/tile.tif
T0022,T0022_20240301,3/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,423.8,23.1,38.3,3,0.615,0.269,0.517,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.873,train,s3://sat-imagery/congobasin/T0022/2024/03/01/tile.tif
T0022,T0022_20240401,4/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,456.8,23.2,64.9,3,0.661,0.259,0.469,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.87,train,s3://sat-imagery/congobasin/T0022/2024/04/01/tile.tif
T0022,T0022_20240501,5/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,389.6,23.6,76.1,2,0.619,0.255,0.475,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.87,train,s3://sat-imagery/congobasin/T0022/2024/05/01/tile.tif
T0022,T0022_20240601,6/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,47.3,24.2,43.3,6,0.49,0.068,0.395,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.912,train,s3://sat-imagery/congobasin/T0022/2024/06/01/tile.tif
T0022,T0022_20240701,7/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,-3.5,24.8,35.6,6,0.456,0.06,0.393,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.917,train,s3://sat-imagery/congobasin/T0022/2024/07/01/tile.tif
T0022,T0022_20240801,8/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,4.5,25.3,34.3,5,0.478,0.065,0.408,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.913,train,s3://sat-imagery/congobasin/T0022/2024/08/01/tile.tif
T0022,T0022_20240901,9/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,2,25.5,74.5,5,0.509,0.074,0.407,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.911,train,s3://sat-imagery/congobasin/T0022/2024/09/01/tile.tif
T0022,T0022_20241001,10/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.17222,20.04052,0,2.6,71.1,25.3,14.7,4,0.503,0.118,0.417,91.5,34.4,20.91,1.63,16.86,0,0,5,15.9,0,0,0.903,train,s3://sat-imagery/congobasin/T0022/2024/10/01/tile.tif
T0023,T0023_20240101,1/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,337.3,25,37.5,0,0.574,0.205,0.483,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.796,test,s3://sat-imagery/seasia/T0023/2024/01/01/tile.tif
T0023,T0023_20240201,2/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,384.7,24.5,31,2,0.578,0.267,0.468,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.802,test,s3://sat-imagery/seasia/T0023/2024/02/01/tile.tif
T0023,T0023_20240301,3/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,311.3,24.3,49.9,1,0.583,0.206,0.495,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.8,test,s3://sat-imagery/seasia/T0023/2024/03/01/tile.tif
T0023,T0023_20240401,4/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,372.8,24.5,45.6,0,0.554,0.238,0.453,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.796,test,s3://sat-imagery/seasia/T0023/2024/04/01/tile.tif
T0023,T0023_20240501,5/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,177.6,24.9,4.8,5,0.567,0.173,0.458,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.831,test,s3://sat-imagery/seasia/T0023/2024/05/01/tile.tif
T0023,T0023_20240601,6/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,170,25.5,46.7,3,0.516,0.162,0.417,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.828,test,s3://sat-imagery/seasia/T0023/2024/06/01/tile.tif
T0023,T0023_20240701,7/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,215,26.1,32.8,3,0.554,0.247,0.456,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.815,test,s3://sat-imagery/seasia/T0023/2024/07/01/tile.tif
T0023,T0023_20240801,8/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,52.5,26.6,35.3,3,0.503,0.076,0.392,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.847,test,s3://sat-imagery/seasia/T0023/2024/08/01/tile.tif
T0023,T0023_20240901,9/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,64,26.7,36.9,9,0.482,0.07,0.399,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.869,test,s3://sat-imagery/seasia/T0023/2024/09/01/tile.tif
T0023,T0023_20241001,10/1/2024,SE Asia,Malaysia,Tropical Rainforest,-0.80505,114.95848,500,0.8,135.5,26.6,41.4,2,0.553,0.127,0.408,85.1,36,13.75,59.63,3.54,1,1,13.3,20.9,0,0,0.827,test,s3://sat-imagery/seasia/T0023/2024/10/01/tile.tif
T0024,T0024_20240101,1/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,444.4,24.4,52.7,2,0.656,0.257,0.47,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,0,0,0.857,train,s3://sat-imagery/amazon/T0024/2024/01/01/tile.tif
T0024,T0024_20240201,2/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,466,24,58.4,5,0.625,0.256,0.507,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,0,0,0.87,train,s3://sat-imagery/amazon/T0024/2024/02/01/tile.tif
T0024,T0024_20240301,3/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,449.3,23.8,59.5,4,0.591,0.293,0.503,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.867,train,s3://sat-imagery/amazon/T0024/2024/03/01/tile.tif
T0024,T0024_20240401,4/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,299.8,24,36.2,7,0.657,0.231,0.488,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.875,train,s3://sat-imagery/amazon/T0024/2024/04/01/tile.tif
T0024,T0024_20240501,5/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,103.9,24.4,20.6,8,0.549,0.105,0.435,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.902,train,s3://sat-imagery/amazon/T0024/2024/05/01/tile.tif
T0024,T0024_20240601,6/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,37.1,25,42.1,5,0.456,0.082,0.413,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.904,train,s3://sat-imagery/amazon/T0024/2024/06/01/tile.tif
T0024,T0024_20240701,7/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,11.7,25.6,25.3,5,0.466,0.081,0.36,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.905,train,s3://sat-imagery/amazon/T0024/2024/07/01/tile.tif
T0024,T0024_20240801,8/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,-26.9,26,17.1,5,0.452,0.013,0.375,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.911,train,s3://sat-imagery/amazon/T0024/2024/08/01/tile.tif
T0024,T0024_20240901,9/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,70.2,26.2,48.4,5,0.488,0.13,0.409,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.898,train,s3://sat-imagery/amazon/T0024/2024/09/01/tile.tif
T0024,T0024_20241001,10/1/2024,Amazon,Brazil,Tropical Rainforest,-5.41032,-67.00881,620.9,3.2,66.9,26.1,22.2,7,0.515,0.088,0.411,88.5,31.1,16.08,56.19,1.61,0,0,4.2,33.2,2.19,1,0.904,train,s3://sat-imagery/amazon/T0024/2024/10/01/tile.tif
T0025,T0025_20240101,1/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,254.6,24,44.4,3,0.581,0.273,0.47,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.895,train,s3://sat-imagery/congobasin/T0025/2024/01/01/tile.tif
T0025,T0025_20240201,2/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,410.2,23.5,55,6,0.626,0.238,0.475,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.902,train,s3://sat-imagery/congobasin/T0025/2024/02/01/tile.tif
T0025,T0025_20240301,3/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,416,23.4,24.2,2,0.634,0.249,0.46,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.89,train,s3://sat-imagery/congobasin/T0025/2024/03/01/tile.tif
T0025,T0025_20240401,4/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,283.4,23.5,54.5,5,0.589,0.243,0.477,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.901,train,s3://sat-imagery/congobasin/T0025/2024/04/01/tile.tif
T0025,T0025_20240501,5/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,336.8,23.9,30,3,0.647,0.235,0.452,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.893,train,s3://sat-imagery/congobasin/T0025/2024/05/01/tile.tif
T0025,T0025_20240601,6/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,216.9,24.5,0,4,0.565,0.228,0.486,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.903,train,s3://sat-imagery/congobasin/T0025/2024/06/01/tile.tif
T0025,T0025_20240701,7/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,133.6,25.1,47.5,4,0.479,0.153,0.393,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.915,train,s3://sat-imagery/congobasin/T0025/2024/07/01/tile.tif
T0025,T0025_20240801,8/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,37,25.6,23.8,9,0.452,0.053,0.4,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.935,train,s3://sat-imagery/congobasin/T0025/2024/08/01/tile.tif
T0025,T0025_20240901,9/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,44.2,25.8,33.4,2,0.444,0.059,0.35,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.92,train,s3://sat-imagery/congobasin/T0025/2024/09/01/tile.tif
T0025,T0025_20241001,10/1/2024,Congo Basin,Gabon,Tropical Rainforest,-0.08123,17.75488,327.6,8,117.5,25.6,24.5,10,0.514,0.161,0.419,81.9,31.1,17.29,40.6,3.77,0,1,13.1,9.7,0,0,0.927,train,s3://sat-imagery/congobasin/T0025/2024/10/01/tile.tif
T0026,T0026_20240101,1/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,344.2,25.3,47.7,2,0.622,0.246,0.477,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.895,train,s3://sat-imagery/seasia/T0026/2024/01/01/tile.tif
T0026,T0026_20240201,2/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,347.3,24.9,63,6,0.676,0.272,0.523,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.902,train,s3://sat-imagery/seasia/T0026/2024/02/01/tile.tif
T0026,T0026_20240301,3/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,325.8,24.7,49.3,4,0.66,0.28,0.496,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.897,train,s3://sat-imagery/seasia/T0026/2024/03/01/tile.tif
T0026,T0026_20240401,4/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,334.2,24.9,37,3,0.648,0.217,0.489,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.898,train,s3://sat-imagery/seasia/T0026/2024/04/01/tile.tif
T0026,T0026_20240501,5/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,267.5,25.3,46.1,3,0.633,0.268,0.502,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.896,train,s3://sat-imagery/seasia/T0026/2024/05/01/tile.tif
T0026,T0026_20240601,6/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,145,25.9,30.4,4,0.569,0.181,0.461,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.913,train,s3://sat-imagery/seasia/T0026/2024/06/01/tile.tif
T0026,T0026_20240701,7/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,167,26.5,41.1,3,0.616,0.205,0.482,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.906,train,s3://sat-imagery/seasia/T0026/2024/07/01/tile.tif
T0026,T0026_20240801,8/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,92,26.9,24.5,6,0.594,0.166,0.45,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.92,train,s3://sat-imagery/seasia/T0026/2024/08/01/tile.tif
T0026,T0026_20240901,9/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,131.1,27.1,13.1,6,0.59,0.155,0.432,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.918,train,s3://sat-imagery/seasia/T0026/2024/09/01/tile.tif
T0026,T0026_20241001,10/1/2024,SE Asia,Indonesia,Tropical Rainforest,-3.09294,110.29454,0,2.3,197.7,27,33.7,7,0.625,0.189,0.421,95.8,28.6,22.49,24.3,9.19,0,1,7,12.2,0,0,0.914,train,s3://sat-imagery/seasia/T0026/2024/10/01/tile.tif
T0027,T0027_20240101,1/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,297,27.2,49.1,5,0.599,0.241,0.482,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,0,0,0.873,train,s3://sat-imagery/amazon/T0027/2024/01/01/tile.tif
T0027,T0027_20240201,2/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,340.1,26.7,75.7,5,0.582,0.245,0.415,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,0,0,0.874,train,s3://sat-imagery/amazon/T0027/2024/02/01/tile.tif
T0027,T0027_20240301,3/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,361.1,26.6,55.8,2,0.627,0.23,0.477,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,0,0,0.862,train,s3://sat-imagery/amazon/T0027/2024/03/01/tile.tif
T0027,T0027_20240401,4/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,272.8,26.7,39,3,0.55,0.225,0.43,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,0,0,0.871,train,s3://sat-imagery/amazon/T0027/2024/04/01/tile.tif
T0027,T0027_20240501,5/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,317.6,27.1,29.6,2,0.553,0.211,0.439,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.868,train,s3://sat-imagery/amazon/T0027/2024/05/01/tile.tif
T0027,T0027_20240601,6/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,223.7,27.7,49.6,3,0.618,0.175,0.439,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.871,train,s3://sat-imagery/amazon/T0027/2024/06/01/tile.tif
T0027,T0027_20240701,7/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,169.2,28.3,27.8,4,0.541,0.151,0.425,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.885,train,s3://sat-imagery/amazon/T0027/2024/07/01/tile.tif
T0027,T0027_20240801,8/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,74.2,28.8,65,3,0.435,0.074,0.378,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.898,train,s3://sat-imagery/amazon/T0027/2024/08/01/tile.tif
T0027,T0027_20240901,9/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,62,29,39.9,4,0.477,0.079,0.386,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.899,train,s3://sat-imagery/amazon/T0027/2024/09/01/tile.tif
T0027,T0027_20241001,10/1/2024,Amazon,Brazil,Tropical Rainforest,-3.39283,-57.69808,23.6,6.6,92.5,28.8,51.3,5,0.5,0.134,0.4,80.7,21.6,4.59,39.49,7.21,0,0,4.8,9.5,1.43,1,0.897,train,s3://sat-imagery/amazon/T0027/2024/10/01/tile.tif
T0028,T0028_20240101,1/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,408.8,26.9,52.2,4,0.649,0.26,0.524,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.852,val,s3://sat-imagery/congobasin/T0028/2024/01/01/tile.tif
T0028,T0028_20240201,2/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,445.2,26.5,69.2,4,0.642,0.293,0.518,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.851,val,s3://sat-imagery/congobasin/T0028/2024/02/01/tile.tif
T0028,T0028_20240301,3/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,333.3,26.3,62.5,3,0.673,0.258,0.549,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.847,val,s3://sat-imagery/congobasin/T0028/2024/03/01/tile.tif
T0028,T0028_20240401,4/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,425.3,26.5,40.2,2,0.623,0.283,0.504,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.845,val,s3://sat-imagery/congobasin/T0028/2024/04/01/tile.tif
T0028,T0028_20240501,5/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,131.8,26.9,33.2,5,0.553,0.176,0.428,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.878,val,s3://sat-imagery/congobasin/T0028/2024/05/01/tile.tif
T0028,T0028_20240601,6/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,165.6,27.5,38.5,4,0.605,0.194,0.465,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.867,val,s3://sat-imagery/congobasin/T0028/2024/06/01/tile.tif
T0028,T0028_20240701,7/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,82.5,28.1,16.5,7,0.554,0.151,0.468,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.889,val,s3://sat-imagery/congobasin/T0028/2024/07/01/tile.tif
T0028,T0028_20240801,8/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,31.5,28.5,33.5,7,0.473,0.099,0.415,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,0,0,0.899,val,s3://sat-imagery/congobasin/T0028/2024/08/01/tile.tif
T0028,T0028_20240901,9/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,85.2,28.7,49.4,4,0.542,0.128,0.455,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,1.6,1,0.881,val,s3://sat-imagery/congobasin/T0028/2024/09/01/tile.tif
T0028,T0028_20241001,10/1/2024,Congo Basin,DRC,Tropical Rainforest,-0.27616,19.30165,231.4,0.9,6.6,28.6,35.7,7,0.488,0.058,0.402,98,40.5,25.67,23.37,14.69,0,0,9.4,11.6,1.6,1,0.902,val,s3://sat-imagery/congobasin/T0028/2024/10/01/tile.tif
T0029,T0029_20240101,1/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,403.3,24.7,43.2,6,0.604,0.251,0.477,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,1.31,1,0.892,train,s3://sat-imagery/seasia/T0029/2024/01/01/tile.tif
T0029,T0029_20240201,2/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,403.1,24.3,59.9,4,0.576,0.195,0.406,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,1.31,1,0.89,train,s3://sat-imagery/seasia/T0029/2024/02/01/tile.tif
T0029,T0029_20240301,3/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,394.6,24.1,33.6,3,0.569,0.253,0.434,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,3.07,1,0.885,train,s3://sat-imagery/seasia/T0029/2024/03/01/tile.tif
T0029,T0029_20240401,4/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,344.5,24.2,40.4,1,0.528,0.243,0.424,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,4.9,1,0.882,train,s3://sat-imagery/seasia/T0029/2024/04/01/tile.tif
T0029,T0029_20240501,5/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,155.3,24.7,5,7,0.494,0.15,0.399,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,4.9,1,0.912,train,s3://sat-imagery/seasia/T0029/2024/05/01/tile.tif
T0029,T0029_20240601,6/1/2024,SE Asia,Papua New Guinea,Tropical Rainforest,-0.55173,114.78477,133.3,1.4,266.7,25.2,27.6,1,0.546,0.237,0.464,77.3,30.1,5.73,7.65,5.25,0,0,16,10.4,6.53,1,0.881,train,s3://sat-imagery/seasia/T0029/2024/06/01/tile.tif
